0.000038	0.022650
-0.000043	0.023436
0.000571	0.017823
0.000722	0.019929
0.000144	0.017310
0.000000	0.020543
0.000565	0.017817
0.001293	0.019904
-0.000345	0.021052
-0.000606	0.024366
0.000139	0.021584
0.000273	0.023183
-0.000175	0.022226
0.000688	0.021001
-0.000267	0.021065
-0.000104	0.023937
-0.000092	0.018241
0.000678	0.021540
0.000954	0.025219
-0.000225	0.021241
0.000775	0.022969
0.000620	0.021542
0.000749	0.021250
0.001086	0.018332
0.000392	0.018341
0.000980	0.020748
0.000258	0.019792
0.000528	0.026379
0.000558	0.020629
-0.000060	0.020801
0.000426	0.018432
0.000331	0.016773
-0.000038	0.035490
0.000675	0.026791
0.000875	0.022276
0.000633	0.018078
0.001922	0.015653
0.000303	0.030133
-0.000185	0.021226
-0.000075	0.025113
0.002382	0.033515
-0.000674	0.020049
0.000011	0.019965
-0.000626	0.023626
0.001688	0.018536
0.001850	0.034184
0.000424	0.024667
0.001035	0.027069
0.000670	0.020194
0.000845	0.024675
0.000681	0.021362
0.001574	0.027394
-0.000423	0.023294
0.001343	0.022117
0.003655	0.031310
-0.000640	0.018712
0.002745	0.028869
0.000127	0.022681
-0.000169	0.017447
0.002530	0.048385
0.000761	0.023324
0.000546	0.026569
0.000506	0.029892
0.000324	0.023887
0.000611	0.027811
0.001102	0.021370
0.000770	0.019514
0.001025	0.029285
-0.000345	0.019761
-0.000865	0.036545
0.000855	0.028430
0.001150	0.031375
0.000335	0.030186
-0.000241	0.023954
0.001009	0.033366
0.000292	0.022712
0.001100	0.022690
0.001301	0.027816
0.000250	0.025580
-0.000139	0.020065
0.000133	0.016264
0.000225	0.023898
0.001518	0.020963
0.002583	0.034174
0.000142	0.023555
-0.001535	0.031470
-0.000977	0.020101
-0.000732	0.024407
0.000241	0.028955
0.001000	0.024588
-0.000223	0.028812
0.001069	0.023342
-0.000962	0.039092
0.000525	0.025153
0.000539	0.030980
0.001227	0.034655
-0.000750	0.022184
0.000412	0.024125
0.000883	0.027273
